Index[#version],Pointer[#version|],Original,Translated
254,0xc85c2,<SFF>ちゅうかがゆ<*04>,<SFF>Chinese porridge<*04>
255,0xc85c4,<SFF>カレ-ライス<*04>,<SFF>Curry rice<*04>
256,0xc85c6,<SFF>アカダイショウと<CD>アオダイショウ<CD>えどっこなのは?<CD><*04>,<SFF>Between Akadaishou and<D3>Aodaishou,<D3>who is a native of Edo?<D3><*04>
257,0xc85c8,<SFF>アオダイショウ<*04>,<SFF>Aodaishou<*04>
258,0xc85ca,<SFF>アカダイショウ<*04>,<SFF>Akadaishou<*04>
259,0xc85cc,<SFF>じつはヤナギ<*04>,<SFF>Actually, it's Yanagi<*04>
260,0xc85ce,<SFF>カンちゃんから<CD>もらったワンピ-ス<CD>もとの 持ちぬしは<CD>カンちゃんの<*04>,<SFF>The dress you got from Kan-chan...<D3>who did it<D3>originally belong to?<D3><*04>
261,0xc85d0,<SFF>まごむすめ<*04>,<SFF>Her granddaughter<*04>
262,0xc85d2,<SFF>むすめむこ<*04>,<SFF>Her son-in-law<*04>
263,0xc85d4,<SFF>おねえさん<*04>,<SFF>Her older sister<*04>
264,0xc85d6,<SFF>おんせんで<CD>ヒカルが<CD>売っていた<CD>メダロットは?<*04>,<SFF>What Medarot<D3>was Hikaru selling<D3>at the hot springs?<D3><*04>
265,0xc85d8,<SFF>ヴェイパ-レ-ル<*04>,<SFF>Vapor Rail<*04>
266,0xc85da,<SFF>スカイカ-ゴ<*04>,<SFF>Sky Cargo<*04>
267,0xc85dc,<SFF>オ-トクル-ズ<*04>,<SFF>Auto Cruise<*04>
268,0xc85de,<SFF>「空のはこびや」<CD>と名のる<CD>メダロットの<CD>名前は?<*04>,<SFF>What is the name of the<D3>Medarot that calls itself<D3>the "Courier of the Sky"?<D3><*04>
269,0xc85e0,<SFF>マッハ.ムササビ<*04>,<SFF>Mach Musasabi<*04>
270,0xc85e2,<SFF>ジェット.ハゲタカ<*04>,<SFF>Jet Vulture<*04>
271,0xc85e4,<SFF>スピ-ド.ペンギン<*04>,<SFF>Speed Penguin<*04>
272,0xc85e6,<SFF>おどろ山でかじを<CD>けしたミズチが<CD>つれていた<CD>メダロットは?<*04>,<SFF>Which Medarot did Mizuchi<D3>bring with him to put out<D3>the fire at Mt. Odoro?<D3><*04>
273,0xc85e8,<SFF>ブレイブファイヤ<*04>,<SFF>Brave Fire<*04>
274,0xc85ea,<SFF>ブレイブポリス<*04>,<SFF>Brave Police<*04>
275,0xc85ec,<SFF>ブレイブレスキュ<*04>,<SFF>Brave Rescue<*04>
276,0xc85ee,<SFF>コクエンを<CD>たおしたあと<CD>リんたろうから<CD>もらえるパ-ツは?<*04>,<SFF>Which part do you receive<D3>from Rintarou<D3>after defeating Kokuen?<D3><*04>
277,0xc85f0,<SFF>エキサイト<*04>,<SFF>Excite<*04>
278,0xc85f2,<SFF>イグジット<*04>,<SFF>Exit<*04>
279,0xc85f4,<SFF>アボイド<*04>,<SFF>Avoid<*04>
280,0xc85f6,<SFF>おみくじじんじゃで<CD>はたらいている<CD>メダロットは<CD>コ-マドッグと<*04>,<SFF>Which Medarot works at<D3>the Fortune Shrine<D3>alongside Koma Dog?<D3><*04>
281,0xc85f8,<SFF>ホリィオラクル<*04>,<SFF>Holy Oracle<*04>
282,0xc85fa,<SFF>ビ-トブレス<*04>,<SFF>Beat Breath<*04>
283,0xc85fc,<SFF>マルシェ<*04>,<SFF>Marche<*04>
284,0xc85fe,<SFF>メダロ-ド大会の<CD>ゆうしょう<CD>しょうひんは?<CD><*04>,<SFF>What is the<D3>grand prize for the<D3>Medaroad Tournament?<D3><*04>
285,0xc8600,<SFF>スカイカ-ゴ<*04>,<SFF>Sky Cargo<*04>
286,0xc8602,<SFF>オ-トクル-ズ<*04>,<SFF>Auto Cruise<*04>
287,0xc8604,<SFF>ヴェイパ-レ-ル<*04>,<SFF>Vapor Rail<*04>
288,0xc8606,<SFF>ゲ-ムセンタ-の<CD>元しんえいたい<CD>ファンクラブの<CD>かいいんばんごうは<*04>,<SFF>What is the fan club<D3>membership number of the<D3>Game Center's former bodyguard?<D3><*04>
289,0xc8608,<SFF>2番<*04>,<SFF>Number 2<*04>
290,0xc860a,<SFF>1番<*04>,<SFF>Number 1<*04>
291,0xc860c,<SFF>3番<*04>,<SFF>Number 3<*04>
292,0xc860e,<SFF>まちなかで ほかの<CD>メダロッタ-に<CD>であったら?<CD><*04>,<SFF>What happens when you<D3>encounter another<D3>Medafighter in town?<D3><*04>
293,0xc8610,<SFF>ロボトルだ!<*04>,<SFF>A Robattle!<*04>
294,0xc8612,<SFF>じゃんけんだ!<*04>,<SFF>Rock-paper-scissors!<*04>
295,0xc8614,<SFF>にらめっこだ!<*04>,<SFF>A staring contest!<*04>
296,0xc8616,<SFF>メダルの<CD>レベルが 上がると<CD>おぼえるものは?<CD><*04>,<SFF>What does a Medal learn<D3>when its<D3>level goes up?<D3><*04>
297,0xc8618,<SFF>メダフォ-ス<*04>,<SFF>Medaforce<*04>
298,0xc861a,<SFF>メダチェンジ<*04>,<SFF>Medachange<*04>
299,0xc861c,<SFF>メダバ-ド<*04>,<SFF>Medabird<*04>
300,0xc861e,<SFF>メダリアは<CD>1つの メダルに<CD>何こ つけられる?<CD><*04>,<SFF>How many Medalias<D3>can you attach<D3>to a single Medal?<D3><*04>
301,0xc8620,<SFF>3こ<*04>,<SFF>3 Medalias<*04>
302,0xc8622,<SFF>1こだけ<*04>,<SFF>Only 1<*04>
303,0xc8624,<SFF>いくつでも<*04>,<SFF>As many as you want<*04>
304,0xc8626,<SFF>リバティ-ズの<CD>リ-ダ-は だれ?<CD><CD><*04>,<SFF>Who is the leader<D3>of the Liberties?<D3><D3><*04>
305,0xc8628,<SFF>キノコ<*04>,<SFF>Kinoko<*04>
306,0xc862a,<SFF>カガミヤマ<*04>,<SFF>Kagamiyama<*04>
307,0xc862c,<SFF>サケカ-ス<*04>,<SFF>Sakekaasu<*04>
308,0xc862e,<SFF>ヒカルの<CD>コンビニでの<CD>きんむたいどは?<CD><*04>,<SFF>How is Hikaru's<D3>work attitude at<D3>the convenience store?<D3><*04>
309,0xc8630,<SFF>わるい<*04>,<SFF>Bad<*04>
310,0xc8632,<SFF>よい<*04>,<SFF>Good<*04>
311,0xc8634,<SFF>ふつう<*04>,<SFF>Normal<*04>
312,0xc8636,<SFF>ロボロボ団<CD>ようちえんかんぶ<CD>サラミの 本名は?<CD><*04>,<SFF>What is the real name of the<D3>RoboRobo Gang's kindergarten<D3>executive, Salami?<D3><*04>
313,0xc8638,<SFF>サラ ミツオ<*04>,<SFF>Mitsuo Sara<*04>
314,0xc863a,<SFF>サラリ-マン みつよし<*04>,<SFF>Salaryman Mitsuyoshi<*04>
315,0xc863c,<SFF>サラサラっと みんじさいばん<*04>,<SFF>Sarasara Civil Trial<*04>
316,0xc863e,<SFF>ハクマの<CD>そっきんは だれ?<CD><CD><*04>,<SFF>Who is Hakuma's<D3>close associate?<D3><D3><*04>
317,0xc8640,<SFF>ビャクヤ<*04>,<SFF>Byakuya<*04>
318,0xc8642,<SFF>ヒャクヤ<*04>,<SFF>Hyakuya<*04>
319,0xc8644,<SFF>ピャクヤ<*04>,<SFF>Pyakuya<*04>
320,0xc8646,<SFF>トラニシ学底の<CD>きょうしつには<CD>何人分の つくえが<CD>ある?<*04>,<SFF>How many desks are<D3>in the classroom<D3>at Toranishi Academy?<D3><*04>
321,0xc8648,<SFF>6人<*04>,<SFF>For 6 people<*04>
322,0xc864a,<SFF>9人<*04>,<SFF>For 9 people<*04>
323,0xc864c,<SFF>48520156783569人<*04>,<SFF>For 48520156783569 people<*04>
324,0xc864e,<SFF>シンラのもリ<CD>がくしゅうじゅくの<CD>つくえは<CD>何で できている?<*04>,<SFF>What are the desks made of<D3>at the cram school<D3>in the Shinra Woods?<D3><*04>
325,0xc8650,<SFF>きリかぶ<*04>,<SFF>Tree stumps<*04>
326,0xc8652,<SFF>だいリせき<*04>,<SFF>Marble<*04>
327,0xc8654,<SFF>ダンボ-ル<*04>,<SFF>Cardboard<*04>
328,0xc8656,<SFF>ハクマが<CD>なくそうと<CD>していたのは 何?<CD><*04>,<SFF>What was Hakuma<D3>trying to<D3>eliminate?<D3><*04>
329,0xc8658,<SFF>メダロット3げんそく<*04>,<SFF>The 3 Laws of Medarot<*04>
330,0xc865a,<SFF>メダロ-ドレ-ス<*04>,<SFF>Meda-Road Races<*04>
331,0xc865c,<SFF>スブタについてくるパイナップル<*04>,<SFF>The pineapple in sweet and sour pork<*04>
332,0xc865e,<SFF>キノコの<CD>おすすめスポット<CD>とは?<CD><*04>,<SFF>What is Kinoko's<D3>recommended spot?<D3><D3><*04>
333,0xc8660,<SFF>シンラのおか<*04>,<SFF>Shinra Hill<*04>
334,0xc8662,<SFF>さいみんがくしゅうしつ<*04>,<SFF>The Hypnosis Learning Room<*04>
335,0xc8664,<SFF>ウミネコかいがん<*04>,<SFF>Umineko Beach<*04>
336,0xc8666,<SFF>ミツオが<CD>作ろうとしていた<CD>ものには 何?<CD><*04>,<SFF>What was Mitsuo<D3>trying to<D3>create?<D3><*04>
337,0xc8668,<SFF>しんせいハクマていこく<*04>,<SFF>The Holy Hakuma Empire<*04>
338,0xc866a,<SFF>しんせいハクマきょうわこく<*04>,<SFF>The Holy Hakuma Republic<*04>
339,0xc866c,<SFF>しんせいハクマがっしゅうこく<*04>,<SFF>The Holy Hakuma United States<*04>
340,0xc866e,<SFF>リバティ-ズの<CD>あいことばは?<CD><CD><*04>,<SFF>What is the password<D3>for the Liberties?<D3><D3><*04>
341,0xc8670,<SFF>お茶しない?<*04>,<SFF>Wanna get some tea?<*04>
342,0xc8672,<SFF>ロボトルファイト!<*04>,<SFF>Robattle Fight!<*04>
343,0xc8674,<SFF>きみリバティ-ズ?<*04>,<SFF>Are you the Liberties?<*04>
344,0xc8676,<SFF>トラニシ町に<CD>ないものは どれ?<CD><CD><*04>,<SFF>Which of these is not<D3>in Toranishi Town?<D3><D3><*04>
345,0xc8678,<SFF>公園<*04>,<SFF>A park<*04>
346,0xc867a,<SFF>コンビニ<*04>,<SFF>A convenience store<*04>
347,0xc867c,<SFF>学校<*04>,<SFF>A school<*04>
348,0xc867e,<SFF>キノコの<CD>みょうじは 何?<CD><CD><*04>,<SFF>What is Kinoko's<D3>last name?<D3><D3><*04>
349,0xc8680,<SFF>マイタケ<*04>,<SFF>Maitake<*04>
350,0xc8682,<SFF>マツタケ<*04>,<SFF>Matsutake<*04>
351,0xc8684,<SFF>シイタケ<*04>,<SFF>Shiitake<*04>
352,0xc8686,<SFF>シンラの<CD>しょうてんがいに<CD>出店はいくつある?<CD><*04>,<SFF>How many food stalls are<D3>in the Shinra shopping district?<D3><D3><*04>
353,0xc8688,<SFF>7つ<*04>,<SFF>7 stalls<*04>
354,0xc868a,<SFF>8つ<*04>,<SFF>8 stalls<*04>
355,0xc868c,<SFF>9つ<*04>,<SFF>9 stalls<*04>
356,0xc868e,<SFF>つぎのうち<CD>ハクマの ヘやに<CD>ないものは どれ?<CD><*04>,<SFF>Which of the following<D3>is not in<D3>Hakuma's room?<D3><*04>
357,0xc8690,<SFF>シャンデリア<*04>,<SFF>A chandelier<*04>
358,0xc8692,<SFF>つぼ<*04>,<SFF>A vase<*04>
359,0xc8694,<SFF>パソコン<*04>,<SFF>A computer<*04>
360,0xc8696,<SFF>ハクマの ヘやの<CD>じゅうたんは<CD>何色?<CD><*04>,<SFF>What color is the<D3>carpet in<D3>Hakuma's room?<D3><*04>
361,0xc8698,<SFF>赤<*04>,<SFF>Red<*04>
362,0xc869a,<SFF>青<*04>,<SFF>Blue<*04>
363,0xc869c,<SFF>ビリジアン<*04>,<SFF>Viridian<*04>
364,0xc869e,<SFF>コウジが<CD>トラニシ学底の<CD>せいふくを入手した<CD>ほうほうとは?<*04>,<SFF>How did Kouji<D3>get a uniform for<D3>Toranishi Academy?<D3><*04>
365,0xc86a0,<SFF>しんけんロボトル<*04>,<SFF>A serious Robattle<*04>
366,0xc86a2,<SFF>パネルDEロボト-ル<*04>,<SFF>Panel DE Robattle<*04>
367,0xc86a4,<SFF>サギ<*04>,<SFF>Fraud<*04>
368,0xc86a6,<SFF>トラニシ学底の<CD>学底長を だいだい<CD>つとめているのは<CD>何いちぞく?<*04>,<SFF>Which family has<D3>historically served as<D3>Toranishi Academy's principal?<D3><*04>
369,0xc86a8,<SFF>シラカベ<*04>,<SFF>Shirakabe<*04>
370,0xc86aa,<SFF>カスカベ<*04>,<SFF>Kasukabe<*04>
371,0xc86ac,<SFF>スカラベ<*04>,<SFF>Scarab<*04>
372,0xc86ae,<SFF>キノコの<CD>とくぎは 何?<CD><CD><*04>,<SFF>What is Kinoko's<D3>specialty?<D3><D3><*04>
373,0xc86b0,<SFF>ヘんそう<*04>,<SFF>Disguises<*04>
374,0xc86b2,<SFF>そくてん<*04>,<SFF>Cartwheels<*04>
375,0xc86b4,<SFF>モンゴリアンチョップ<*04>,<SFF>Mongolian Chop<*04>
376,0xc86b6,<SFF>トラニシ学底の<CD>せいとが<CD>すうはいしている<CD>のは だれ?<*04>,<SFF>Who do the<D3>students of<D3>Toranishi Academy revere?<D3><*04>
377,0xc86b8,<SFF>ハクマ<*04>,<SFF>Hakuma<*04>
378,0xc86ba,<SFF>ビャクヤ<*04>,<SFF>Byakuya<*04>
379,0xc86bc,<SFF>カガミヤマ<*04>,<SFF>Kagamiyama<*04>
380,0xc86be,<SFF>さいみん<CD>がくしゅうしつで<CD>もらった<CD>アイテムは 何?<*04>,<SFF>What item did you<D3>receive in the<D3>hypnosis learning room?<D3><*04>
381,0xc86c0,<SFF>さいみんスプレ-<*04>,<SFF>Hypnosis Spray<*04>
382,0xc86c2,<SFF>トランシ-バ-<*04>,<SFF>Transceiver<*04>
383,0xc86c4,<SFF>ミニミニマシ-ン<*04>,<SFF>Mini-Mini Machine<*04>
384,0xc86c6,<SFF>ビャクヤを<CD>ねむらせている間に<CD>うばいとったものは<CD>なに?<*04>,<SFF>What did you steal<D3>from Byakuya<D3>while he was asleep?<D3><*04>
385,0xc86c8,<SFF>ビャクヤのふく<*04>,<SFF>Byakuya's clothes<*04>
386,0xc86ca,<SFF>ビャクヤのタ-バン<*04>,<SFF>Byakuya's turban<*04>
387,0xc86cc,<SFF>それは言えない<*04>,<SFF>I can't say<*04>
388,0xc86ce,<SFF>スクリュ-ズは<CD>トラニシ学底に<CD>どうやって<CD>しんにゅうした?<*04>,<SFF>How did the Screws<D3>infiltrate<D3>Toranishi Academy?<D3><*04>
389,0xc86d0,<SFF>風のつばさ<*04>,<SFF>Wings of Wind<*04>
390,0xc86d2,<SFF>ヘんそう<*04>,<SFF>Disguises<*04>
391,0xc86d4,<SFF>カガミヤマがいたので かおパス<*04>,<SFF>Kagamiyama's face was their pass<*04>
392,0xc86d6,<SFF>トラニシ学底の<CD>時計は いつも<CD>何時をさしている?<CD><*04>,<SFF>What time does the<D3>clock at Toranishi Academy<D3>always point to?<D3><*04>
393,0xc86d8,<SFF>3時<*04>,<SFF>3 o'clock<*04>
394,0xc86da,<SFF>6時<*04>,<SFF>6 o'clock<*04>
395,0xc86dc,<SFF>9時<*04>,<SFF>9 o'clock<*04>
396,0xc86de,<SFF>トラニシ学底の<CD>かんしメダロットは<CD>次のうち どれ?<CD><*04>,<SFF>Which of the following is<D3>a surveillance Medarot<D3>at Toranishi Academy?<D3><*04>
397,0xc86e0,<SFF>トラップせっちがた<*04>,<SFF>Trap-setting type<*04>
398,0xc86e2,<SFF>トラックせっちがた<*04>,<SFF>Track-setting type<*04>
399,0xc86e4,<SFF>トランプせっちがた<*04>,<SFF>Trump-setting type<*04>
400,0xc86e6,<SFF>次のうち<CD>お前さんが言った<CD>ギャグではないのは<CD>どれ?<*04>,<SFF>Which of the following is<D3>not a joke<D3>that you made?<D3><*04>
401,0xc86e8,<SFF>もリには こうもリがいるなぁ<*04>,<SFF>There are bats in the forest<*04>
402,0xc86ea,<SFF>山に行きたいのはやまやまだなぁ<*04>,<SFF>I want to go to the mountains<*04>
403,0xc86ec,<SFF>変わった川だなぁ<*04>,<SFF>What a strange river<*04>
404,0xc86ee,<SFF>「S-R計画」<CD>そのいみとして<CD>正しいものは<CD>どれ?<*04>,"<SFF>What is the correct<D3>meaning of<D3>""Project S-R""?<D3><*04>"
405,0xc86f0,<SFF>どくリつどっぽ<*04>,<SFF>Independence<*04>
406,0xc86f2,<SFF>いっせきにちょう<*04>,<SFF>Killing two birds with one stone<*04>
407,0xc86f4,<SFF>じゃくにくきょうしょく<*04>,<SFF>Survival of the fittest<*04>
408,0xc86f6,<SFF>シンラそうぞうむら<CD>そこで <CD>作っているものは <CD>何?<*04>,<SFF>Shinra Creation Village.<D3>What are they<D3>making there?<D3><*04>
409,0xc86f8,<SFF>やさい<*04>,<SFF>Vegetables<*04>
410,0xc86fa,<SFF>パン<*04>,<SFF>Bread<*04>
411,0xc86fc,<SFF>大おかず<*04>,<SFF>Big side dishes<*04>
412,0xc86fe,<SFF>イワノイ<CD>「そ-だそ-だ!」<CD>カガミヤマ<CD>「???????」<*04>,"<SFF>Iwanoi:<D3>""That's right, that's right!""<D3>Kagamiyama:<D3>""""""?"""""""<*04>"
413,0xc8700,<SFF>あ-だ! こ-だ!<*04>,<SFF>A-da! Ko-da!<*04>
414,0xc8702,<SFF>こうか? どうじゃ!<*04>,<SFF>Kouka? Douja!<*04>
415,0xc8704,<SFF>ソ-ダ! ソ-ダ!<*04>,<SFF>So-da! So-da!<*04>
416,0xc8706,<SFF>トラニシ学底の<CD>せいふくを<CD>きたことが<CD>ないのは だれ?<*04>,<SFF>Who has never<D3>worn a<D3>Toranishi Academy<D3>uniform?<*04>
417,0xc8708,<SFF>イワノイ<*04>,<SFF>Iwanoi<*04>
418,0xc870a,<SFF><&BUF03><*04>,<SFF><&BUF03><*04>
419,0xc870c,<SFF>コウジ<*04>,<SFF>Kouji<*04>
420,0xc870e,<SFF>シンラのもリ<CD>がくしゅうじゅくの<CD>せいとが 入っては<CD>いけない場所とは?<*04>,<SFF>Where are students of<D3>the Shinra Woods cram school<D3>forbidden<D3>to enter?<*04>
421,0xc8710,<SFF>シンラしょうてんがい<*04>,<SFF>Shinra Shopping District<*04>
422,0xc8712,<SFF>トラニシ学底<*04>,<SFF>Toranishi Academy<*04>
423,0xc8714,<SFF>ぬかるみの どうくつ<*04>,<SFF>The Muddy Cave<*04>
424,0xc8716,<SFF>シンラそうぞうむら<CD>はたけは ぜんぶで<CD>いくつ?<CD><*04>,<SFF>Shinra Creation Village.<D3>How many fields<D3>are there in total?<D3><*04>
425,0xc8718,<SFF>11<*04>,<SFF>11<*04>
426,0xc871a,<SFF>10<*04>,<SFF>10<*04>
427,0xc871c,<SFF>12<*04>,<SFF>12<*04>
428,0xc871e,<SFF>ハクマの ヘやの<CD>カ-テンは<CD>何いろ?<CD><*04>,<SFF>What color are the<D3>curtains in<D3>Hakuma's room?<D3><*04>
429,0xc8720,<SFF>みずいろ<*04>,<SFF>Light blue<*04>
430,0xc8722,<SFF>あかいろ<*04>,<SFF>Red<*04>
431,0xc8724,<SFF>みどリいろ<*04>,<SFF>Green<*04>
432,0xc8726,<SFF>すなの たきの<CD>ゆうれいの正体は<CD>何だった?<CD><*04>,<SFF>What was the true identity<D3>of the ghost<D3>at the Sand Waterfall?<D3><*04>
433,0xc8728,<SFF>3Dホログラフ<*04>,<SFF>A 3D hologram<*04>
434,0xc872a,<SFF>ロボロボ団の イタズラ<*04>,<SFF>A RoboRobo Gang prank<*04>
435,0xc872c,<SFF>じつは ホンモノ<*04>,<SFF>It was actually real<*04>
436,0xc872e,<SFF>四天王の ひとリ<CD>すざくのシュリの<CD>お父さんは だれ?<CD><*04>,<SFF>Who is the father of<D3>Shuri of the Suzaku,<D3>one of the Four Heavenly Kings?<D3><*04>
437,0xc8730,<SFF>アカガネきょうじゅ<*04>,<SFF>Professor Akagane<*04>
438,0xc8732,<SFF>トックリ<*04>,<SFF>Tokkuri<*04>
439,0xc8734,<SFF>メダロットはかせ<*04>,<SFF>Dr. Medarot<*04>
440,0xc8736,<SFF>「すなのたき」に<CD>出てきた ゆうれい<CD>メダロットは<CD>何体いた?<*04>,<SFF>How many ghost Medarots<D3>appeared at the<D3>"Sand Waterfall"?<D3><*04>
441,0xc8738,<SFF>3体<*04>,<SFF>3 Medarots<*04>
442,0xc873a,<SFF>2体<*04>,<SFF>2 Medarots<*04>
443,0xc873c,<SFF>1体<*04>,<SFF>1 Medarot<*04>
444,0xc873e,<SFF>フユ-ンいせきで<CD>レトルトは<CD>いったい 何と<CD>まちがえられた?<*04>,<SFF>What was Retort<D3>mistaken for<D3>at the Fuyun Ruins?<D3><*04>
445,0xc8740,<SFF>いせきあらし<*04>,<SFF>A ruins raider<*04>
446,0xc8742,<SFF>チカン<*04>,<SFF>A pervert<*04>
447,0xc8744,<SFF>ドロボウ<*04>,<SFF>A thief<*04>
448,0xc8746,<SFF>ミスコンのとき<CD>ジャクナン小に<CD>入れなかったのは<CD>どこの せいと?<*04>,<SFF>Which school's students<D3>were not allowed into Jakunan<D3>during the beauty pageant?<D3><*04>
449,0xc8748,<SFF>カメヤマ<*04>,<SFF>Kameyama<*04>
450,0xc874a,<SFF>トラニシ<*04>,<SFF>Toranishi<*04>
451,0xc874c,<SFF>サザンカ<*04>,<SFF>Sazanka<*04>
452,0xc874e,<SFF>メダバ-ドは<CD>何体1租で<CD>行う サブゲ-ム?<CD><*04>,<SFF>How many Medarots per team<D3>are used in the<D3>Medabird mini-game?<D3><*04>
453,0xc8750,<SFF>3体<*04>,<SFF>3 Medarots<*04>
454,0xc8752,<SFF>4体<*04>,<SFF>4 Medarots<*04>
455,0xc8754,<SFF>5体<*04>,<SFF>5 Medarots<*04>
456,0xc8756,<SFF>フユ-ンいせきの<CD>地下にあった<CD>キレイな 石の<CD>名前は?<*04>,<SFF>What is the name of<D3>the beautiful stone<D3>underground at the Fuyun Ruins?<D3><*04>
457,0xc8758,<SFF>フユ-ンスト-ン<*04>,<SFF>Fuyun Stone<*04>
458,0xc875a,<SFF>フユ-ンスタ-<*04>,<SFF>Fuyun Star<*04>
459,0xc875c,<SFF>ダイヤモンド<*04>,<SFF>Diamond<*04>
460,0xc875e,<SFF>カラサワギホテルで<CD>アリカが コウジに<CD>買ってきた<CD>のみものは 何?<*04>,<SFF>At Karasawagi Hotel,<D3>what kind of drink did<D3>Arika buy for Kouji?<D3><*04>
461,0xc8760,<SFF>ウ-ロン茶<*04>,<SFF>Oolong Tea<*04>
462,0xc8762,<SFF>オレンジジュ-ス<*04>,<SFF>Orange Juice<*04>
463,0xc8764,<SFF>カラクチのコウジ<*04>,<SFF>Dry Kouji<*04>
464,0xc8766,<SFF>メダバ-ド大会で<CD>コウジに まけた<CD>ブンロクの<CD>はつとうじょうは?<*04>,<SFF>When was the first<D3>appearance of Bunroku,<D3>who lost to Kouji<D3>in the Medabird Tournament?<*04>
465,0xc8768,<SFF>メダロ-ド大会の とき<*04>,<SFF>During the Meda-Road Tournament<*04>
466,0xc876a,<SFF>ハクマしんえいたい<*04>,<SFF>Hakuma's Bodyguards<*04>
467,0xc876c,<SFF>まだ 出てきてない<*04>,<SFF>He hasn't appeared yet<*04>
468,0xc876e,<SFF>メダバ-ド大会で<CD>タマオが 使った<CD>メダロットの<CD>アダ名は?<*04>,<SFF>What was the nickname<D3>of the Medarot<D3>Tamao used in<D3>the Medabird Tournament?<*04>
469,0xc8770,<SFF>ドレイク<*04>,<SFF>Drake<*04>
470,0xc8772,<SFF>トンビ<*04>,<SFF>Kite<*04>
471,0xc8774,<SFF>カモナンバン<*04>,<SFF>Kamo Nanban<*04>
472,0xc8776,<SFF>リゅうさの<CD>どうくつにある <CD>立てふだの うらに<CD>何が かいてた?<*04>,<SFF>What was written on<D3>the back of the sign<D3>in the Quicksand Cave?<D3><*04>
473,0xc8778,<SFF>メダロット3のCM<*04>,<SFF>A commercial for Medarot 3<*04>
474,0xc877a,<SFF>メダロット3げんそく<*04>,<SFF>The 3 Laws of Medarot<*04>
475,0xc877c,<SFF>メダロット3だんとび<*04>,<SFF>Medarot Triple Jump<*04>
476,0xc877e,<SFF>ロボロボ団の<CD>女かんぶ スルメの<CD>本名は 何?<CD><*04>,<SFF>What is the real name of<D3>the RoboRobo Gang's<D3>female executive, Surume?<D3><*04>
477,0xc8780,<SFF>タカス ルミ<*04>,<SFF>Rumi Takasu<*04>
478,0xc8782,<SFF>ナカス ルミ<*04>,<SFF>Rumi Nakasu<*04>
479,0xc8784,<SFF>タカス ルリ<*04>,<SFF>Ruri Takasu<*04>
480,0xc8786,<SFF>ミスコン会場で<CD>キノコの <CD>おっかけをしていた<CD>男の子は 何人?<*04>,<SFF>How many boys were<D3>chasing after Kinoko<D3>at the beauty pageant venue?<D3><*04>
481,0xc8788,<SFF>3人<*04>,<SFF>3 boys<*04>
482,0xc878a,<SFF>2人<*04>,<SFF>2 boys<*04>
483,0xc878c,<SFF>4人<*04>,<SFF>4 boys<*04>
484,0xc878e,<SFF>カラサワギオアシス<CD>ビ-チで アリカが<CD>買ったジュ-スは<CD>いくらだった?<*04>,<SFF>How much was the juice<D3>that Arika bought at<D3>the Karasawagi Oasis beach?<D3><*04>
485,0xc8790,<SFF>350¥<*04>,<SFF>350¥<*04>
486,0xc8792,<SFF>500¥<*04>,<SFF>500¥<*04>
487,0xc8794,<SFF>120¥<*04>,<SFF>120¥<*04>
488,0xc8796,<SFF>ハミングちゃんの<CD>お気に入リの<CD>場所は どこ?<CD><*04>,<SFF>Where is Humming-chan's<D3>favorite place?<D3><D3><*04>
489,0xc8798,<SFF>オアシスの ほとリ<*04>,<SFF>By the Oasis<*04>
490,0xc879a,<SFF>すなの たき<*04>,<SFF>The Sand Waterfall<*04>
491,0xc879c,<SFF>シンラの おか<*04>,<SFF>Shinra Hill<*04>
492,0xc879e,<SFF>メダバ-ド大会場で<CD>メダバ-ドの歌を<CD>歌っていた<CD>メダロットは何型?<*04>,<SFF>What type of Medarot<D3>was singing the Medabird song<D3>at the Medabird tournament?<D3><*04>
493,0xc87a0,<SFF>タカ型<*04>,<SFF>Hawk-type<*04>
494,0xc87a2,<SFF>ワニチドリ型<*04>,<SFF>Crocodile Bird-type<*04>
495,0xc87a4,<SFF>ワシ型<*04>,<SFF>Eagle-type<*04>
496,0xc87a6,<SFF>ミスコンで<CD>アリカが きた<CD>ふくは 何?<CD><*04>,<SFF>What clothes did Arika<D3>wear during the<D3>beauty pageant?<D3><*04>
497,0xc87a8,<SFF>コマチの いしょう<*04>,<SFF>Komachi's costume<*04>
498,0xc87aa,<SFF>レトルトのふく<*04>,<SFF>Retort's clothes<*04>
499,0xc87ac,<SFF>メイドふく<*04>,<SFF>A maid outfit<*04>
500,0xc87ae,<SFF>ロボロボ団の<CD>女かんぶ スルメが<CD>1番うつくしいと<CD>思っているものは?<*04>,<SFF>What does the RoboRobo<D3>Gang's female executive Surume<D3>think is the most beautiful?<D3><*04>
501,0xc87b0,<SFF>ほうせき<*04>,<SFF>Jewelry<*04>
502,0xc87b2,<SFF>お金<*04>,<SFF>Money<*04>
503,0xc87b4,<SFF>なみだ<*04>,<SFF>Tears<*04>
504,0xc87b6,<SFF>スルメを たおす前<CD>ジャクナンに<CD>行くには いくら<CD>かかったかな?<*04>,<SFF>Before defeating Surume,<D3>how much did it cost<D3>to go to Jakunan?<D3><*04>
505,0xc87b8,<SFF> 500000¥<*04>,<SFF> 500000¥<*04>
506,0xc87ba,<SFF>5000000¥<*04>,<SFF>5000000¥<*04>
507,0xc87bc,<SFF>    500¥<*04>,<SFF>    500¥<*04>
