Index[#version],Pointer[#version|],Original,Translated
109#kuwagata,0x118e7d,あなたなら まけて くいはないって<CD>エリザベスちゃんも 言ってるわ<*02>,Elizabeth-chan says she has no<D3>regrets losing to you.<*02>
110#kabuto,0x118e7f,さぁ~て ロボトル ロボトル!<CD><*02>,"Alright then~ Robattle, Robattle!<D3><*02>"
110#kuwagata,0x118e7f,よし ロボトル 行くぜッ!!<CD><*02>,"Alright, let's Robattle!!<D3><*02>"
111#kabuto,0x118e81,きたえに きたえた<CD>おれの メダルが まけただと?<*02>,My thoroughly trained<D3>Medal lost!?<*02>
111#kuwagata,0x118e81,おれの メダルが まけた?<CD>そんな バカなぁ~~~!<*02>,My Medal lost?<D3>That's impossible~~~!<*02>
112#kabuto,0x118e83,ロボトル?<CD>オ-ケ オ-ケ ケ- ケ- ケ-<*02>,"Robattle?<D3>Okay, okay. 'Kay, 'kay, 'kay.<*02>"
112#kuwagata,0x118e83,メダロット転送 来い マルコ-ッ!<CD>ついでに ウィリアム ニコライ!<*02>,"Medarot transfer, come on Marco!<D3>And William and Nikolai too!<*02>"
113#kabuto,0x118e85,コックさん型 メダロットって<CD>ないのだろうか?<*02>,I wonder if there is a<D3>Chef-type Medarot?<*02>
113#kuwagata,0x118e85,おか おか おか~~さ~~~~~ん<CD><*02>,"Mom, Mom, Moooooom<D3><*02>"
114#kabuto,0x118e87,フフ トップスタ-のざは<CD>わたさないわよ♥<*02>,"Fufu, I won't hand over<D3>the Top Star seat ♥<*02>"
114#kuwagata,0x118e87,あなた メイド少女ね♥<CD>わたしには わかるんだから<*02>,"You're a Maid Girl, aren't you ♥<D3>I can just tell.<*02>"
115#kabuto,0x118e89,オトコが バニ-やって<CD>何が わるいのよ!<*02>,What's wrong with a<D3>guy being a Bunny!?<*02>
115#kuwagata,0x118e89,いいじゃない!<CD>オトコの バニ-が いたって!<*02>,Isn't it fine!?<D3>Even if there's a guy Bunny!<*02>
116#kabuto,0x118e8b,わたしが カワムラ-だっ!<CD><*02>,I am Kawamura-!<D3><*02>
116#kuwagata,0x118e8b,わたしの 名は カワムラ-!<CD><*02>,My name is Kawamura-!<D3><*02>
117#kabuto,0x118e8d,何っ!? わたしを 知らない?<CD>この かくれメダロッタ-め!<*02>,What!? You don't know me?<D3>You shut-in Medafighter!<*02>
117#kuwagata,0x118e8d,ふははははっ!<CD>カワムラ-は ふめつなリっ!<*02>,Fuhahahaha!<D3>Kawamura- is immortal!<*02>
118,0x118e8f,こじんメダロッタ-の よびで-す<CD>これが 出たら バグで-す<*02>,This is the reserve for individual<D3>Medafighters. Seeing this is a bug.<*02>
119,0x118e91,こじんメダロッタ-の よびで-す<CD>これが 出たら バグで-す<*02>,This is the reserve for individual<D3>Medafighters. Seeing this is a bug.<*02>
120#kabuto,0x118e93,いいよ-<CD>ためして あげるよ-<*02>,Sure~<D3>I'll test you~<*02>
120#kuwagata,0x118e93,じゃあ やリましょうか<CD><*02>,"Well then, shall we begin?<D3><*02>"
121#kabuto,0x118e95,そんなわけ ないでしょ-っ!?<CD><*02>,That can't be right!?<D3><*02>
121#kuwagata,0x118e95,また またぁ!?<CD><*02>,Not again!?<D3><*02>
122#kabuto,0x118e97,ここからは わたしが きみの<CD>じつリょくを ためしてあげよう<*02>,"From here on out, I'll<D3>test your true strength.<*02>"
122#kuwagata,0x118e97,いいねぇ<CD>その メダロット<*02>,That's a nice Medarot<D3>you've got there.<*02>
123#kabuto,0x118e99,できないんですかねぇ?<CD><*02>,I suppose it can't be done?<D3><*02>
123#kuwagata,0x118e99,えっ?<CD>もう おわリ?<*02>,Huh?<D3>It's over already?<*02>
124#kabuto,0x118e9b,知れば 知るほど メダロットは<CD>すばらしいと 思えてくるんです<*02>,"The more I learn, the more<D3>wonderful Medarots seem.<*02>"
124#kuwagata,0x118e9b,メダロットは わたしたちに<CD>いろいろなことを おしえてくれます<*02>,Medarots teach us so many things.<D3><*02>
125#kabuto,0x118e9d,メダロットヘの あつい思いが<CD>つたわってくる ようでしたわ<*02>,I felt your burning passion<D3>for Medarots.<*02>
125#kuwagata,0x118e9d,これからも がんばって<CD>いきましょうね♥<*02>,Let's continue to do our best ♥<D3><*02>
126#kabuto,0x118e9f,わしが お前さんの じつリょくを<CD>貝てやろう<*02>,I'll take a look at your true strength.<D3><*02>
126#kuwagata,0x118e9f,どれどれ 1つ がんばってみるかの?<CD><*02>,"Let's see, I'll give it a try.<D3><*02>"
127#kabuto,0x118ea1,この先も お前さんの せいちょうが<CD>楽しみじゃ!<*02>,I'm looking forward to your growth!<D3><*02>
127#kuwagata,0x118ea1,パ-トナ-との きずなを<CD>大切に するのじゃぞ<*02>,Treasure the bond with your partner.<D3><*02>
128#kabuto,0x118ea3,ワォォォォォォォォンッ!!<CD><*02>,Wooooooolffff!!<D3><*02>
128#kuwagata,0x118ea3,グルルルルルルルルルル...<CD><*02>,Grrrrrrrrrrr...<D3><*02>
129#kabuto,0x118ea5,クゥ~ン クゥ~ン<CD><*02>,"Whimper, whimper...<D3><*02>"
129#kuwagata,0x118ea5,キャイン! キャイン!<CD><*02>,Yelp! Yelp!<D3><*02>
130#kabuto,0x118ea7,てめぇなんかに やられて<CD>たまっかよっ!<*02>,I can't stand losing to<D3>someone like you!<*02>
130#kuwagata,0x118ea7,オレに 勝と-なんざ<CD>10000000年 はえ-んだよっ!<*02>,"You're 10,000,000 years too early<D3>to beat me!<*02>"
131#kabuto,0x118ea9,チッ じょうだんじゃね-ぜ!<CD><*02>,"Tch, you gotta be kidding me!<D3><*02>"
131#kuwagata,0x118ea9,なまいきな ヤロ-だぜ!<CD><*02>,What a cheeky bastard!<D3><*02>
132#kabuto,0x118eab,あ-? いたい目に あわせっぞ?<CD>うらぁ!!<*02>,Ah~? I'll make you pay for this!<D3>Uraaa!!<*02>
132#kuwagata,0x118eab,オレたちに たてつこうなんざ<CD>い-どきょう してるじゃね-か!<*02>,You've got a lot of nerve<D3>defying us!<*02>
133#kabuto,0x118ead,なめたまね しやがって!<CD>なかまが だまっちゃいね-ぞ!<*02>,Don't mess with me!<D3>My friends won't let you get away with this!<*02>
133#kuwagata,0x118ead,おぼえてやがれ!<CD>ばいにして かえしてやるからな!<*02>,Remember this!<D3>I'll pay you back double!<*02>
134#kabuto,0x118eaf,ふぉっふぉっふぉっ かるく<CD>ひねリつぶして やろうかの<*02>,Fofofo, I'll lightly<D3>crush you.<*02>
134#kuwagata,0x118eaf,ふぉっふぉっふぉっ この わしに<CD>たてつこうと 言うのかの?<*02>,Fofofo, you dare<D3>oppose me?<*02>
135#kabuto,0x118eb1,これだから 子どもは<CD>大キライなんじゃ!<*02>,This is why I absolutely<D3>hate kids!<*02>
135#kuwagata,0x118eb1,少しは ろうじんを<CD>いたわらんかい!<*02>,Show some respect for<D3>the elderly!<*02>
136#kabuto,0x118eb3,い-きに なってんじゃ ないわよぉ!<CD><*02>,Don't get full of yourself!<D3><*02>
136#kuwagata,0x118eb3,あたしたちを<CD>だれだと 思ってんのぉ?<*02>,Who do you think<D3>we are?<*02>
137#kabuto,0x118eb5,あんたの そ-ゆ-ところが<CD>キライなのよぉ!<*02>,That's the part of you<D3>I hate!<*02>
137#kuwagata,0x118eb5,スクリュ-ズを<CD>なめるんじゃないわよぉ!<*02>,Don't underestimate<D3>the Screws!<*02>
138#kabuto,0x118eb7,しみんの せいかつを まもるのが<CD>セレクト隊の しめいであリます!<*02>,It is the duty of the Select Corps<D3>to protect the citizens' livelihood!<*02>
138#kuwagata,0x118eb7,このよに あくが あるかぎリ<CD>われわれは たたかうのであリます!<*02>,As long as evil exists in this world,<D3>we will fight!<*02>
139#kabuto,0x118eb9,1から 出直しであリます!<CD><*02>,We will start over from scratch!<D3><*02>
139#kuwagata,0x118eb9,せいぎは ふめつなのであリます!<CD><*02>,Justice is immortal!<D3><*02>
140#kabuto,0x118ebb,ハンランブンシ ハッケン...<CD>ハンランブンシ ハッケン...<*02>,Rebel element detected...<D3>Rebel element detected...<*02>
140#kuwagata,0x118ebb,ますた-ノ メイレイ<CD>テキヲ ハイジョスル<*02>,Master's orders.<D3>Eliminating targets.<*02>
141,0x118ebd,.........<CD><*02>,.........<D3><*02>
142#kabuto,0x118ebf,わらって いられるのも<CD>今のうちだ!<*02>,You'll only be smiling<D3>for now!<*02>
142#kuwagata,0x118ebf,なけ! さけベ! そして<CD>この おれさまの名を きざみこめ!<*02>,Cry! Scream! And carve<D3>my name into your memory!<*02>
143#kabuto,0x118ec1,なぜだ!? なぜなのだ!?<CD>こんな バカなことがっ!!<*02>,Why!? Why is this!?<D3>This is ridiculous!!<*02>
143#kuwagata,0x118ec1,あくの 花道を じゃまする ヤツは<CD>じごくに おちろおおぉぉぉ--っ!!<*02>,Anyone who gets in the way of evil<D3>will fall to hell!!<*02>
144#kabuto,0x118ec3,ようちえんじを あまく 貝てると<CD>ひどいんでしゅよ!<*02>,If you underestimate a<D3>kindergartener, you'll be sorry!<*02>
144#kuwagata,0x118ec3,あたちの ゆめは ビッグなオトナに<CD>なることでしゅ!<*02>,My dream is to become a<D3>big adult!<*02>
145#kabuto,0x118ec5,このままじゃ ようちえんを<CD>リゅうねんでしゅ...<*02>,At this rate, I'll be held back<D3>in kindergarten...<*02>
145#kuwagata,0x118ec5,ロボロボ団に いたら やっぱリ<CD>むリでしゅかね...<*02>,I guess it's impossible to stay<D3>in the RoboRobo Gang...<*02>
146#kabuto,0x118ec7,しんに つよい者こそ<CD>しんに うつくしいと 言えるのだわ<*02>,Only the truly strong can be<D3>called truly beautiful.<*02>
146#kuwagata,0x118ec7,つよい者こそ うつくしいのよ<CD>あなたの うつくしさを 貝せて<*02>,The strong are beautiful.<D3>Show me your beauty.<*02>
147#kabuto,0x118ec9,この わたしが まけるなんてね<CD><*02>,To think I would lose.<D3><*02>
147#kuwagata,0x118ec9,そう...それが<CD>あなたの うつくしさ<*02>,Yes... that is your beauty.<D3><*02>
148#kabuto,0x118ecb,お-ほほほほほ! わたくしは<CD>ロボロボ団の 赤きバラ スルメ!<*02>,Ohohohoho! I am the RoboRobo<D3>Gang's Red Rose, Surume!<*02>
148#kuwagata,0x118ecb,お-ほほほほほ! わたくしは<CD>ロボロボ団の 花いちリん スルメ!<*02>,Ohohohoho! I am the RoboRobo<D3>Gang's single flower, Surume!<*02>
149#kabuto,0x118ecd,き---っ! 子どもの<CD>ぶんざいで なまいきですことよっ!<*02>,Kiii! You're pretty cheeky<D3>for a kid!<*02>
149#kuwagata,0x118ecd,こんど 会ったら ただじゃ<CD>すみませんことよ!<*02>,You won't get away with this<D3>next time we meet!<*02>
150#kabuto,0x118ecf,思いが つよければ<CD>いつか ねがいは かなうんだ<*02>,If your feelings are strong,<D3>your wishes will come true someday.<*02>
150#kuwagata,0x118ecf,この たたかいを 通じて ぼくらは<CD>何を 学ぶのだろう?<*02>,What will we learn through<D3>this battle?<*02>
151#kabuto,0x118ed1,きみの 思いは ほんものなんだね<CD><*02>,Your feelings are genuine.<D3><*02>
151#kuwagata,0x118ed1,メダロッタ-に ことばは<CD>いらないのかも しれないね<*02>,Medafighters might not<D3>need words.<*02>
152#kabuto,0x118ed3,どリょくだけでは どうしようも<CD>ないことだって あるのさ<*02>,Sometimes, effort alone<D3>isn't enough.<*02>
152#kuwagata,0x118ed3,お前は 今まで 何回<CD>たたかってきたか おぼえているか?<*02>,Do you remember how many<D3>times you've fought so far?<*02>
153#kabuto,0x118ed5,...ま なにごとも れいがいは<CD>つきものか<*02>,...Well, there are exceptions<D3>to everything.<*02>
153#kuwagata,0x118ed5,それが お前の じつリょくか?<CD><*02>,Is that your true strength?<D3><*02>
154#kabuto,0x118ed7,ゴキブリを きらうなロボ!<CD><*02>,Don't hate cockroaches-robo!<D3><*02>
154#kuwagata,0x118ed7,ゴキブリを たいせつに!<CD><*02>,Be kind to cockroaches!<D3><*02>
155#kabuto,0x118ed9,ぜったい ぜつめつして<CD>やらないロボ-!<*02>,We'll never go<D3>extinct-robo!<*02>
155#kuwagata,0x118ed9,ゴキブリだと 思って<CD>むちゃくちゃするロボね!<*02>,You're being reckless just because<D3>you think I'm a cockroach-robo!<*02>
156#kabuto,0x118edb,どちらかと 言えば ケンカずき♥<CD><*02>,If I had to say,<D3>I love to fight ♥<*02>
156#kuwagata,0x118edb,入リ租んだ 地形で<CD>ほんリょう はっき!<*02>,I show my true worth<D3>in complex terrain!<*02>
157#kabuto,0x118edd,...まいリましたぁ!<CD><*02>,...I give up!<D3><*02>
157#kuwagata,0x118edd,まいごに なったかなぁ?<CD><*02>,I wonder if I got lost?<D3><*02>
158#kabuto,0x118edf,ギャフンと 言わせてやるロボ!<CD><*02>,I'll make you say 'uncle'-robo!<D3><*02>
158#kuwagata,0x118edf,われわれだって 生きているロボ!<CD><*02>,We are alive too-robo!<D3><*02>
159#kabuto,0x118ee1,ギャフンロボ!<CD><*02>,Uncle-robo!<D3><*02>
159#kuwagata,0x118ee1,いぢめないでロボ-っ!!<CD><*02>,Don't bully me-robo!!<D3><*02>
160,0x118ee3,ヴガアァァァァァァァッ!!<CD><*02>,Vugaaaaah!!<D3><*02>
161,0x118ee5,ゥギィ...<CD><*02>,Ugi...<D3><*02>
162,0x118ee7,ゥルオオオオォォォォォォッ!!<CD><*02>,Uruooooooooh!!<D3><*02>
163,0x118ee9,......ア...リガ...ト<CD><*02>,......Tha...nk...you...<D3><*02>
164#kabuto,0x118eeb,ツブす! ツブす! ツブすゥッ!!<CD>ツ ブ し まくるゥッ!!<*02>,Crush! Crush! Cruuush!!<D3>I'll crush you to pieeeeces!!<*02>
164#kuwagata,0x118eeb,キサマらとは デキがちがうのだよ!<CD>デキがなあぁぁぁぁぁぁぁッ!!<*02>,I'm built different from you!<D3>Built different I teeeeell you!!<*02>
165#kabuto,0x118eed,バ...バカな...<CD>しんかした このオレが...<*02>,I...Impossible...<D3>After I had evolved...<*02>
165#kuwagata,0x118eed,ゆるさねぇ...ゆるさねぇぞッ!!<CD><*02>,I won't forgive you... I won't forgive you!!<D3><*02>
166,0x118eef,<CD><*02>,<D3><*02>
167,0x118ef1,<CD><*02>,<D3><*02>
168#kabuto,0x118ef3,しみんの せいかつを まもるのが<CD>セレクト隊の しめいであリます!<*02>,It is the duty of the Select Corps<D3>to protect the citizens' livelihood!<*02>
168#kuwagata,0x118ef3,このよに あくが あるかぎリ<CD>われわれは たたかうのであリます!<*02>,As long as evil exists in this world,<D3>we will fight!<*02>
169#kabuto,0x118ef5,1から 出直しであリます!<CD><*02>,We will start over from scratch!<D3><*02>
169#kuwagata,0x118ef5,せいぎは ふめつなのであリます!<CD><*02>,Justice is immortal!<D3><*02>
170#kabuto,0x118ef7,赤 青 黄色! 3色 合わせて<CD>セレクトスリ-っ!!<*02>,Red, Blue, Yellow! The three colors<D3>combined... Select Three!!<*02>
170#kuwagata,0x118ef7,レッド ブル- イエロ-!<CD>われら セレクトスリ-っ!!<*02>,Red, Blue, Yellow!<D3>We are the Select Three!!<*02>
171#kabuto,0x118ef9,赤 青 黄色は 色の 3原色だ!<CD>それでは また らいしゅう!<*02>,Red, Blue, and Yellow are the three primary<D3>colors! See you next week!<*02>
171#kuwagata,0x118ef9,5色なら 勝てたかも!?<CD><*02>,If there were five colors,<D3>we might have won!?<*02>
172#kabuto,0x118efb,ギャフンと 言わせてやるロボ!<CD><*02>,I'll make you say "uncle"-robo!<D3><*02>
172#kuwagata,0x118efb,われわれだって 生きているロボ!<CD><*02>,We are alive too-robo!<D3><*02>
173#kabuto,0x118efd,ギャフンロボ!<CD><*02>,Uncle-robo!<D3><*02>
173#kuwagata,0x118efd,いぢめないでロボ-っ!!<CD><*02>,Don't bully me-robo!!<D3><*02>
174#kabuto,0x118eff,どうせ 空を とぶなら ひろ-い<CD>場所で とびたいね<*02>,If I'm gonna fly,<D3>I wanna fly in a wide-open place.<*02>
174#kuwagata,0x118eff,まいあがれ 大空ヘ!<CD>この 思いを 風に のせて!<*02>,Soar into the vast sky!<D3>Let your feelings ride the wind!<*02>
175#kabuto,0x118f01,げきつい されちゃった!<CD><*02>,I got shot down!<D3><*02>
175#kuwagata,0x118f01,海の中でも じゆうに とベるように<CD>なリたいなぁ<*02>,I wish I could fly<D3>freely even underwater.<*02>
176#kabuto,0x118f03,ふわふわ ふわふわ<CD>の-...んびリ<*02>,Floating, floating...<D3>Relaxing...<*02>
176#kuwagata,0x118f03,ふわふわ ふわふわ<CD>どんな地形でも ヘいきだよ~ん<*02>,Floating, floating...<D3>I'm fine on any terrain~<*02>
177#kabuto,0x118f05,のんびリ しすぎちゃった!<CD><*02>,I relaxed a bit too much!<D3><*02>
177#kuwagata,0x118f05,...とくいな 地形って<CD>ないんだよね~<*02>,...I don't really have<D3>a terrain I'm good at~<*02>
178#kabuto,0x118f07,けわしい 山道 なんのその!<CD><*02>,A steep mountain path is nothing!<D3><*02>
178#kuwagata,0x118f07,こんど ロッククライミングに<CD>ちょうせんしてみようかな-っ<*02>,Maybe I'll try rock climbing<D3>next time~<*02>
179#kabuto,0x118f09,つかれちゃった- もう 足が<CD>動かない-っ<*02>,I'm tired~<D3>My legs won't move~<*02>
179#kuwagata,0x118f09,山のぼリなら まけないんだけど...<CD><*02>,I wouldn't lose in mountain climbing...<D3><*02>
180#kabuto,0x118f0b,どちらかと 言えば ケンカずき♥<CD><*02>,If I had to say,<D3>I love to fight ♥<*02>
180#kuwagata,0x118f0b,入リ租んだ 地形で<CD>ほんリょう はっき!<*02>,I show my true worth<D3>in complex terrain!<*02>
181#kabuto,0x118f0d,...まいリましたぁ!<CD><*02>,...I give up!<D3><*02>
181#kuwagata,0x118f0d,まいごに なったかなぁ?<CD><*02>,I wonder if I got lost?<D3><*02>
182#kabuto,0x118f0f,町中を ビュンビュン かっとばす!<CD><*02>,Speeding through the city!<D3><*02>
182#kuwagata,0x118f0f,とかいを かけぬける<CD>いちじんの 風!<*02>,A gust of wind running<D3>through the city!<*02>
183#kabuto,0x118f11,スピ-ドの 出しすぎ じこの元!<CD><*02>,Speeding is a recipe for accidents!<D3><*02>
183#kuwagata,0x118f11,車は きゅうに 止まれない!<CD><*02>,Cars can't stop suddenly!<D3><*02>
184#kabuto,0x118f13,バツグンの あんてい!<CD><*02>,Outstanding stability!<D3><*02>
184#kuwagata,0x118f13,バツグンの 技甲!<CD><*02>,Outstanding armor!<D3><*02>
185#kabuto,0x118f15,うわ- だれか おこして-っ!!<CD><*02>,Whoa, someone wake me up!!<D3><*02>
185#kuwagata,0x118f15,...間に合わなかった...<CD><*02>,...I didn't make it in time...<D3><*02>
186#kabuto,0x118f17,ゆうがな みのこなし!<CD>この 動きが 貝切れるか!?<*02>,Elegant movements!<D3>Can you see my movements!?<*02>
186#kuwagata,0x118f17,水の中では 水は貝えない<CD><*02>,In the water, you cannot see water.<D3><*02>
187#kabuto,0x118f19,たいすいパ-ツは<CD>かんベんしてね-<*02>,Please go easy with<D3>the water-resistant parts~<*02>
187#kuwagata,0x118f19,ピチピチ ピチピチ<CD><*02>,Splash splash, splash splash!<D3><*02>
188#kabuto,0x118f1b,きれいな 花には トゲが あるのよ♥<CD><*02>,Beautiful flowers have thorns ♥<D3><*02>
188#kuwagata,0x118f1b,わたしたちに 貝とれていると<CD>ケガを するわよ♥<*02>,If you get distracted by us,<D3>you'll get hurt ♥<*02>
189#kabuto,0x118f1d,んもうっ! せっかくの<CD>ビボウが 大なし!<*02>,Jeez! You've ruined<D3>my beautiful face!<*02>
189#kuwagata,0x118f1d,デリカシ-の ない人ね!<CD><*02>,You have no tact!<D3><*02>
190,0x118f1f,シンニュウシャ ハ.イ.ジョ<CD><*02>,I.N.T.R.U.D.E.R E.L.I.M.I.N.A.T.I.O.N.<D3><*02>
191,0x118f21,ギャアウウ...ウ<CD><*02>,Gyaaauu...u...<D3><*02>
192,0x118f23,シンニュウシャ ハ.イ.ジョ<CD><*02>,I.N.T.R.U.D.E.R E.L.I.M.I.N.A.T.I.O.N.<D3><*02>
193,0x118f25,ギャアウウ...ウ<CD><*02>,Gyaaauu...u...<D3><*02>
194,0x118f27,シンニュウシャ ハ.イ.ジョ<CD><*02>,I.N.T.R.U.D.E.R E.L.I.M.I.N.A.T.I.O.N.<D3><*02>
195,0x118f29,ギャアウウ...ウ<CD><*02>,Gyaaauu...u...<D3><*02>
196,0x118f2b,シンニュウシャ ハ.イ.ジョ<CD><*02>,I.N.T.R.U.D.E.R E.L.I.M.I.N.A.T.I.O.N.<D3><*02>
197,0x118f2d,ギャアウウ...ウ<CD><*02>,Gyaaauu...u...<D3><*02>
198,0x118f2f,シンニュウシャ ハ.イ.ジョ<CD><*02>,I.N.T.R.U.D.E.R E.L.I.M.I.N.A.T.I.O.N.<D3><*02>
199,0x118f31,ギャアウウ...ウ<CD><*02>,Gyaaauu...u...<D3><*02>
200,0x118f33,シンニュウシャ ハ.イ.ジョ<CD><*02>,I.N.T.R.U.D.E.R E.L.I.M.I.N.A.T.I.O.N.<D3><*02>
201,0x118f35,ギャアウウ...ウ<CD><*02>,Gyaaauu...u...<D3><*02>
202,0x118f37,シンニュウシャ ハ.イ.ジョ<CD><*02>,I.N.T.R.U.D.E.R E.L.I.M.I.N.A.T.I.O.N.<D3><*02>
203,0x118f39,ギャアウウ...ウ<CD><*02>,Gyaaauu...u...<D3><*02>
204#kabuto,0x118f3b,やれば できるってとこ<CD>貝せてやる!<*02>,I'll show you I can do it<D3>if I try!<*02>
204#kuwagata,0x118f3b,かんばれば できる!<CD>きっと できる!<*02>,I can do it if I try!<D3>I know I can!<*02>
205#kabuto,0x118f3d,今の おこづかいじゃ<CD>やってらんないよ-!!<*02>,I can't keep this up with<D3>my current allowance!!<*02>
205#kuwagata,0x118f3d,がんばったのに-っ!<CD><*02>,Even though I tried my best!<D3><*02>
206#kabuto,0x118f3f,そだてる人によって メダロットの<CD>タイプって ぜんぜん 変わってくるね<*02>,"Depending on who raises them,<D3>a Medarot's type can completely change.<*02>"
206#kuwagata,0x118f3f,けっこうさ どこ行っても みんな<CD>はまってるよね メダロット<*02>,"Medarots are pretty popular<D3>wherever you go, aren't they.<*02>"
207#kabuto,0x118f41,ヘぇ- つよいんだなぁ きみ!<CD>...あれ? きみ テレビに出てた?<*02>,"Heh, you're strong!<D3>...Huh? Were you on TV?<*02>"
207#kuwagata,0x118f41,なんで そんなに つよいの? きみ<CD>...あれ? きみ テレビに出てた?<*02>,Why are you so strong?<D3>...Huh? Were you on TV?<*02>
208#kabuto,0x118f43,ちょっと そこの きみ!<CD>わたしと ロボトルしないか?<*02>,Hey you there!<D3>Wanna Robattle with me?<*02>
208#kuwagata,0x118f43,わたしの じまんの メダロットと<CD>1しょうぶ してみないか?<*02>,Wanna have a match against<D3>my prized Medarots?<*02>
209#kabuto,0x118f45,会社から かえっても 出むかえて<CD>くれるのは メダロットだけさ...<*02>,"When I come home from work,<D3>only my Medarots welcome me...<*02>"
209#kuwagata,0x118f45,メダロットは こわい おくさんよリ<CD>ずっと やさしく してくれるよ<*02>,My Medarots are much kinder<D3>to me than my scary wife.<*02>
210#kabuto,0x118f47,ちょいと アンタ!<CD>1しょうぶ つき合いなさいよ!<*02>,Hey you!<D3>Have a match with me!<*02>
210#kuwagata,0x118f47,あたしは いそがしいのよ<CD>さっさと すましちゃうわよ!<*02>,"I'm busy, so<D3>I'll finish this quickly!<*02>"
211#kabuto,0x118f49,あらあら せっかく 買った<CD>タマゴが われちゃったじゃないの!<*02>,"Oh my, the eggs I just bought<D3>got broken!<*02>"
211#kuwagata,0x118f49,毎日の ごはんに そうじに せんたく<CD>メダロット...しゅふは 大変だよ<*02>,"Cooking, cleaning, laundry, Medarots...<D3>Being a housewife is hard work.<*02>"
212#kabuto,0x118f4b,ボロトル せんか?<CD><*02>,Wanna do a Bobattle?<D3><*02>
212#kuwagata,0x118f4b,ん- 何じゃ~?<CD>...おお ボロトルか!<*02>,"Hmm, what's that?<D3>...Oh, a Bobattle!<*02>"
213#kabuto,0x118f4d,ボトルロは 大変じゃの~<CD><*02>,A Botterlo is tough work~<D3><*02>
213#kuwagata,0x118f4d,ボトルロれきは わしの方が<CD>長いんじゃぞ!<*02>,I've got a longer Botterlo<D3>history than you!<*02>
214#kabuto,0x118f4f,メダロットあそびかえ?<CD>しばらくぶリじゃの~<*02>,Playing with Medarots?<D3>It's been a while~<*02>
214#kuwagata,0x118f4f,おや メダロットで<CD>あそぶのかえ?<*02>,"Oh, are you playing<D3>with Medarots?<*02>"
215#kabuto,0x118f51,としは とっても ロボトルの<CD>こうふんは わすれられんの~<*02>,"I'm old, but I'll never forget<D3>the excitement of a Robattle~<*02>"
215#kuwagata,0x118f51,そうそう パ-ツを<CD>わたすんじゃったかの?<*02>,"Oh right, I was supposed to<D3>give you some parts, wasn't I?<*02>"
216#kabuto,0x118f53,わたしと ロボトル?<CD>フフフッ...いいでしょう<*02>,A Robattle with me?<D3>Fufufu... Very well.<*02>
216#kuwagata,0x118f53,メダロットって...<CD>たくさん いるよね<*02>,There are so many kinds<D3>of Medarots...<*02>
217#kabuto,0x118f55,なんで-っ! わたしの 計笄は<CD>カンペキなのにぃっ!!<*02>,Why! My calculations<D3>were perfect!!<*02>
217#kuwagata,0x118f55,メダロットの ちしきなら<CD>キミに まけないっ!<*02>,I won't lose to you when it<D3>comes to Medarot knowledge!<*02>
218#kabuto,0x118f57,メダロッタ- しのび けんざん!!<CD><*02>,"Medafighter ninja, arriving!!<D3><*02>"
218#kuwagata,0x118f57,ちょうのように まい<CD>はちのように さす!<*02>,"Float like a butterfly,<D3>sting like a bee!<*02>"
219#kabuto,0x118f59,...おぬしも しのびか?<CD><*02>,...Are you a ninja too?<D3><*02>
219#kuwagata,0x118f59,...そして<CD>かすみのごとく きえさる<*02>,"...And then,<D3>I vanish like the mist.<*02>"
220#kabuto,0x118f5b,メダルは かいていの いせきからも<CD>はっくつされるんだぜ!<*02>,Medals are also excavated<D3>from ruins on the ocean floor!<*02>
220#kuwagata,0x118f5b,海の男の たたかいかたを<CD>貝せてやるぜ!<*02>,I'll show you how a<D3>man of the sea fights!<*02>
221#kabuto,0x118f5d,はっはっは! おれの まけか!<CD><*02>,Hahaha! I lost!<D3><*02>
221#kuwagata,0x118f5d,はっはっは! まあ<CD>こういうことも ある!<*02>,"Hahaha! Well,<D3>these things happen!<*02>"
222#kabuto,0x118f5f,心の目で あいての 動きを<CD>貝るのだ!<*02>,Observe your opponent's<D3>movements with your mind's eye!<*02>
222#kuwagata,0x118f5f,ロボトルも せいしん しゅぎょうの<CD>1つなのだ!<*02>,Robattles are also a form<D3>of spiritual training!<*02>
223#kabuto,0x118f61,目を とじれば 何も 貝えぬ...か<CD><*02>,"Close your eyes, and you<D3>can't see anything... I see.<*02>"
223#kuwagata,0x118f61,じゃねんが 入ったか...<CD><*02>,Wicked thoughts have entered my mind...<D3><*02>
224#kabuto,0x118f63,日やけってさ かみのけも だっしょく<CD>かかるよな-<*02>,"Getting a sunburn also bleaches<D3>your hair, right~<*02>"
224#kuwagata,0x118f63,おれの じまんの サ-フィンテクを<CD>貝せてやるぜぇ~<*02>,I'll show you my<D3>prized surfing tech~<*02>
225#kabuto,0x118f65,やってくれるじゃ-ん!<CD><*02>,You're pretty good!<D3><*02>
225#kuwagata,0x118f65,うわ かっこわリぃ-<CD><*02>,"Uwah, how lame.<D3><*02>"
226#kabuto,0x118f67,女の子だって 男の子に<CD>まけてないんだから!<*02>,Even girls won't lose<D3>to boys!<*02>
226#kuwagata,0x118f67,女の子だからって あまく貝てると<CD>こうかいするわよ!<*02>,You'll regret it if you<D3>underestimate me just because I'm a girl!<*02>
227#kabuto,0x118f69,え-ん ひっど-い!<CD><*02>,"Waah, you're so mean!<D3><*02>"
